_id,text
1613078596637323269,"[""#buyingcontent"",""#legit"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""cheap"",""dick"",""drain"",""horny"",""ill"",""session"",""snapchat"",""videos"",""whos""]"
1613078742980784128,"[""#OmicronAs"",""africa"",""appeared"",""city"",""days"",""earlier"",""early"",""explanation"",""four"",""need"",""new"",""notification"",""november"",""omicron"",""south"",""strain"",""time"",""year"",""york""]"
1613078791051706368,"[""#buyingcontent"",""#camsex"",""#horny"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""content"",""dick"",""drain"",""horny"",""selling"",""snapchat"",""snapsession"",""videos"",""whos""]"
1613078830163595264,"[""#buyingcontent"",""#dickrate"",""#horny"",""#sellingcontents"",""#uk"",""buying"",""dick"",""drain"",""horny"",""snapchat"",""whos""]"
1613078880612454402,"[""chilly"",""definitely"",""jumper"",""might"",""morning"",""need""]"
1613079143104536578,"[""500"",""bad"",""big"",""country"",""difficult"",""dont"",""government"",""handle"",""increasing"",""labour"",""leave"",""month"",""pakistan"",""people"",""poor"",""rupees"",""salary"",""say"",""situation"",""thing""]"
1613079172208906240,"[""absolutely"",""balenciaga"",""creating"",""drop"",""eyes"",""false"",""front"",""issue"",""light"",""like"",""literally"",""paedophiles"",""parasite"",""reality"",""robots"",""ruin"",""scares"",""shed"",""someone"",""squeeze"",""tate"",""trying"",""whole""]"
1613079174167597061,"[""breaking"",""desperately"",""either"",""funding"",""give"",""heart"",""needed"",""needs"",""nhs"",""reform"",""urgent""]"
1613079244136906752,"[""boy"",""ending"",""funds"",""never"",""scooter"",""squandered"",""theyve"",""time"",""waste"",""withholding""]"
1613079260536934403,"[""allowing"",""believe"",""dangerous"",""family"",""happen"",""harry"",""meghan"",""people"",""say"",""tabloids"",""whatever"",""wicked""]"
1613079326764814336,"[""like"",""normally"",""poll"",""snp"",""supporters""]"
1613079352023068673,"[""agrawal"",""comfortably"",""factually"",""family"",""hall"",""incorrect"",""inside"",""london"",""mayor"",""rajesh"",""seated"",""spoke""]"
1613079498697621506,"[""biggest"",""going"",""hypocrites"",""snp""]"
1613079512354377732,"[""16th"",""2023"",""best"",""busd"",""chain"",""credit"",""crypto"",""date"",""doa"",""facility"",""governance"",""jan"",""multi"",""one"",""pools"",""presale"",""projects"",""respected"",""space"",""staking"",""twet"",""web""]"
1613079564611391488,"[""#OmicronAmerica"",""africa"",""days"",""detected"",""earlier"",""new"",""omicron"",""sewer"",""source"",""south"",""wastewater"",""york""]"
1613079741631709187,"[""brothers"",""deranged"",""fbi"",""group"",""know"",""lewis"",""psychologists"",""sick"",""tortured"",""working""]"
1613079856949993473,"[""foot"",""kind"",""shot"",""well""]"
1613080020364455939,"[""#OmicronThe"",""2021"",""african"",""announced"",""blame"",""cases"",""city"",""days"",""detected"",""four"",""jan"",""new"",""nothing"",""nov"",""omicron"",""reported"",""samples"",""scientists"",""south"",""strain"",""times"",""traces"",""virus"",""wastewater"",""york""]"
1613080212757004288,"[""#Presale_200bnb_in_2min"",""#SAFU_BASED"",""#Trending1_Pinksale"",""big"",""coming"",""launch"",""previous"",""projects"",""team"",""utc"",""x10""]"
1613080328360583169,"[""#OmicronThe"",""2021"",""african"",""announced"",""cases"",""city"",""days"",""detected"",""earlier"",""first"",""four"",""january"",""new"",""november"",""omicron"",""reported"",""samples"",""scientists"",""south"",""strain"",""times"",""traces"",""virus"",""wastewater"",""york""]"
1613080346932789249,"[""around"",""electorate"",""got"",""keep"",""meaning"",""newsflash"",""pool"",""saying"",""scotland"",""snp"",""time"",""turned"",""voted"",""votes"",""whole""]"
1613080395502714880,"[""cowgate"",""edinburgh"",""europe"",""one"",""slums"",""worst""]"
1613080421268348928,"[""belfast"",""birmingham"",""bradford"",""brighton"",""bristol"",""bromsgrove"",""canterbury"",""chelmsford"",""cheltenham"",""chester"",""chichester"",""chippenham"",""cirencester"",""colchester"",""crawley"",""gloucester"",""haslemere"",""horsham"",""london"",""stafford"",""stroud"",""swindon"",""tewkesbury"",""weed"",""wolverhampton"",""worcester""]"
1613080500448514048,"[""basically"",""cash"",""crying"",""harrckle"",""known"",""making"",""professional"",""public"",""shall"",""tons"",""victims""]"
1613080550419349504,"[""action"",""changing"",""council"",""direct"",""disastrous"",""easy"",""girls"",""govt"",""identify"",""ideological"",""intervene"",""local"",""madness"",""man"",""obviously"",""plans"",""protect"",""rooms"",""scottish"",""soviet"",""take"",""trivially""]"
